COUNTRY,STATION,STD_CODE,STATE_ABB
INDIA,MASODA,1462-84,RAJASTHAN
INDIA,MADANGANJ,1463,RAJASTHAN
INDIA,RAJGARH(ALWAR),1464,RAJASTHAN
INDIA,THANA-QAZI,1465,RAJASTHAN
INDIA,BIJAYNAGAR(RAJASTHAN),14651,RAJASTHAN
INDIA,BHINAOL,1466,RAJASTHAN
INDIA,KERI-K,1467,RAJASTHAN
INDIA,AVIKANAGAR,147,RAJASTHAN
INDIA,RASHMI,1471,RAJASTHAN
INDIA,GANGRAR,1471,RAJASTHAN
INDIA,CHITTOR GARH,1472,RAJASTHAN
INDIA,CHHOTI SADRI,1473,RAJASTHAN
INDIA,BEGUN,1474,RAJASTHAN
INDIA,RAWATBHATA,1475,RAJASTHAN
INDIA,RAJ ATOM POWER PLANT,1475,RAJASTHAN
INDIA,KAPASAN,1476,RAJASTHAN
INDIA,NIMBAHERA,1477,RAJASTHAN
INDIA,PARTAP GARH,1478,RAJASTHAN
INDIA,ARNOD,1479,MADHYA PRADESH
INDIA,ASSAMIND,1480,RAJASTHAN
INDIA,GANGAPUR(BHILWARA),1481,RAJASTHAN
INDIA,RAIPUR(BHILWARA),1481,RAJASTHAN
INDIA,BHILWARA,1482,RAJASTHAN
INDIA,GULABPURA,1483,RAJASTHAN
INDIA,SHAHPURA(BHILWARA),1484,RAJASTHAN
INDIA,JAHAZPUR,1485,RAJASTHAN
INDIA,MANDAL,1486,RAJASTHAN
INDIA,BANERA,1487,RAJASTHAN
INDIA,RAILA,1487,RAJASTHAN
INDIA,KOTRL,1488,RAJASTHAN
INDIA,MANDALGARH,1489,RAJASTHAN
INDIA,NASIRABAD(AJMER),1491,RAJASTHAN
INDIA,RAMSAR,1491,RAJASTHAN
INDIA,KHERLI,1492,RAJASTHAN
INDIA,LAXMANGARH,14923,RAJASTHAN
INDIA,BHIWADI,1493,RAJASTHAN
INDIA,BEHROD,1494,RAJASTHAN
INDIA,SHAHJAHANPUR(ALWAR),1494,RAJASTHAN
INDIA,KISHANGARH KA BASS,14953,RAJASTHAN
INDIA,SARWAR,1496,RAJASTHAN
INDIA,TIJARA,14961,RAJASTHAN
INDIA,ANUPGARH,14981,RAJASTHAN
INDIA,RAM SINGHPUR,14981-32,RAJASTHAN
INDIA,SRIVIJAINAGAR,14982,RAJASTHAN
INDIA,JETSAR,14983-2,RAJASTHAN
INDIA,SANGARIYA,1499,RAJASTHAN
INDIA,SRIKARANPUR,1501,RAJASTHAN
INDIA,SADUL SAHAR,1503,RAJASTHAN
INDIA,PADAMPUR(JAIPUR),1505,RAJASTHAN
INDIA,GHARSANA,1506,RAJASTHAN
INDIA,RAISINGHNAGAR,1507,RAJASTHAN
INDIA,TOLUIWALA,1508,RAJASTHAN
INDIA,PILIBANGA,1508,RAJASTHAN
INDIA,SURATGARH,1509,RAJASTHAN
INDIA,BIKANER,151,RAJASTHAN
INDIA,DESHNOKE,151,RAJASTHAN
INDIA,NAPARAR,151-60,RAJASTHAN
INDIA,UDRAMSAR,151-76,RAJASTHAN
INDIA,LOONKARANSAR,1528,RAJASTHAN
INDIA,NOKHA,1531,RAJASTHAN
INDIA,JIND (SIKAR),1532,PUNJAB
INDIA,KHARAG RAMJI,1532-80,PUNJAB
INDIA,USHANA,1533,PUNJAB
INDIA,KARANPUR,1733-649,PUNJAB
INDIA,DATASINGH,1533-700,PUNJAB
INDIA,DAMTANSAHIB,1533-847,PUNJAB
INDIA,DURJANPUR,1533-853,PUNJAB
INDIA,CHATTAR,1533-855,PUNJAB
INDIA,DHANAURI,1533-870,PUNJAB
INDIA,AMARGARH,1533-871,PUNJAB
INDIA,DHARODI,1684-872,PUNJAB
INDIA,HARYANATTO,1533-874,PUNJAB
INDIA,TARKHA,1533-876,PUNJAB
INDIA,DUMERKHAN,1533-876,PUNJAB
INDIA,DHANODA(JIND),1533-877,PUNJAB
INDIA,BELERKHAN,1533-878,PUNJAB
INDIA,SRIKALAYATJI,1534,RAJASTHAN
INDIA,BAIJJU,1534,RAJASTHAN
INDIA,MALVI,1534-83,PUNJAB
INDIA,RAWATSAR,1537,RAJASTHAN
INDIA,TIBE,1539,RAJASTHAN
INDIA,SRIGANGANAGAR,154,RAJASTHAN
INDIA,UDYOGVIHAR,154,RAJASTHAN
INDIA,MIRJAWALA,154-81,RAJASTHAN
INDIA,NETAWALI,154-86,RAJASTHAN
INDIA,HARYANANUMANGARH,1552,RAJASTHAN
INDIA,NOHAR,1555,RAJASTHAN
INDIA,SADULPUR,1559,RAJASTHAN
INDIA,TARANAGAR,1561,RAJASTHAN
INDIA,CHURU,1562,RAJASTHAN
INDIA,SHADARSHAHAR,1564,RAJASTHAN
INDIA,SRI DUNGARGARH,1565,RAJASTHAN
INDIA,RATANGARH,1567,RAJASTHAN
INDIA,SIJJANGARH,1568,RAJASTHAN
INDIA,NECHHAWA,1570,RAJASTHAN
INDIA,FATHEPUR(RAJASTHAN),1571,RAJASTHAN
INDIA,SIKAR,1572,RAJASTHAN
INDIA,DHODH,1572-443,RAJASTHAN
INDIA,PIPRALI,1572-72,RAJASTHAN
INDIA,RASHIDPURA,1572-833,RAJASTHAN
INDIA,BERI,1572-841,RAJASTHAN
INDIA,KUDAN,1572-844,RAJASTHAN
INDIA,SIHOTCHOTTI,1572-847,RAJASTHAN
INDIA,BAJORE,1572-871,RAJASTHAN
INDIA,KASHLI,1572-897,RAJASTHAN
INDIA,LAXMANGARH(SIKAR),1573,RAJASTHAN
INDIA,NEEM-KA-THANA,1574,RAJASTHAN
INDIA,PATAN(SIKAR),1574-82,RAJASTHAN
INDIA,SRIMADHOPUR,1575,RAJASTHAN
INDIA,PALSANA,1576,RAJASTHAN
INDIA,KHATOOSHYAMJI,1576,RAJASTHAN
INDIA,DANTARAMGARGH,1577,RAJASTHAN
INDIA,DEEDWANA,1580,RAJASTHAN
INDIA,LADNUN,1581,RAJASTHAN
INDIA,NAGAUR,1582,RAJASTHAN
INDIA,JAYAL,1583,RAJASTHAN
INDIA,KUCHAMANCITY,1586,RAJASTHAN
INDIA,DEGANA,1587,RAJASTHAN
INDIA,MAKRANA,1588,RAJASTHAN
INDIA,PARBATSAR,1589,RAJASTHAN
INDIA,MERTA CITY,1590,RAJASTHAN
INDIA,JHUNJHUNU,1592,RAJASTHAN
INDIA,GUDA GORJA,1592-63,RAJASTHAN
INDIA,ALSISAN,1592-75,RAJASTHAN
INDIA,BHIMSAR,1592-77,RAJASTHAN
INDIA,SIRJASAR,1592-78,RAJASTHAN
INDIA,BAGGAR,1592-82,RAJASTHAN
INDIA,DHANURI,1592-83,RAJASTHAN
INDIA,BARAGAON,1592-84,RAJASTHAN
INDIA,ISLAMPUR(JHUNJHUNU),1592-85,RAJASTHAN
INDIA,NUWA,1592-88,RAJASTHAN
INDIA,MANDAWA,1592-89,RAJASTHAN
INDIA,KHETRI,1593,RAJASTHAN
INDIA,NAWALGARH,1594,RAJASTHAN
INDIA,UDAIPURWATI,1594,RAJASTHAN
INDIA,MUKANDGARH,1594-52,RAJASTHAN
INDIA,CHHAPALI,1594-742,RAJASTHAN
INDIA,BESAWA,1594-83,RAJASTHAN
INDIA,PARASRANPURA,1594-85,RAJASTHAN
INDIA,JAKHAL,1594-852,RAJASTHAN
INDIA,CHIRANA,1594-87,RAJASTHAN
INDIA,PILANI,1595,RAJASTHAN
INDIA,CHIRAWA,1596,RAJASTHAN
INDIA,SURAJGARH,1596-37,RAJASTHAN
INDIA,NARHAR,1596-73,RAJASTHAN
INDIA,DULACIA,1596-74,RAJASTHAN
INDIA,MANDRELLA,1596-77,RAJASTHAN
INDIA,SULTANA,1596-81,RAJASTHAN
INDIA,BHAKTAWARPUR,1596-83,RAJASTHAN
INDIA,LUDHIANA,161,PUNJAB
INDIA,AYLIKALAN,161-80,PUNJAB
INDIA,AIYALI(KHURD),161-802,PUNJAB
INDIA,THRIKE,161-804,PUNJAB
INDIA,LALTOKALAN,161-806,PUNJAB
INDIA,SARINGA,161-81,PUNJAB
INDIA,ALAMGIR,161-811,PUNJAB
INDIA,JASPALBANGER,161-812,PUNJAB
INDIA,GILL,161-814,PUNJAB
INDIA,MATTIWALA,161-82,PUNJAB
INDIA,BHENISAHIBO,161-83,PUNJAB
INDIA,KHUMBAKALA,161-832,PUNJAB
INDIA,JANDIALI,161-834,PUNJAB
INDIA,KATNIKALAN,161-835,PUNJAB
INDIA,CHOUTHAN(LUDHIANA),161-836,PUNJAB
INDIA,BOLIAWAL,161-837,PUNJAB
INDIA,SANEHWAL,161-84,PUNJAB
INDIA,JODHA,161-842,PUNJAB
INDIA,BUTTA,161-85,PUNJAB
INDIA,DEHLON,161-850,PUNJAB
INDIA,SIHAR,161-855,PUNJAB
INDIA,GHANDE,161-86,PUNJAB
INDIA,QILARAIPUR,161-861,PUNJAB
INDIA,SARABHA,161-863,PUNJAB
INDIA,NARANGWAL,161-864,PUNJAB
INDIA,GUJJARWAL,161-865,PUNJAB
INDIA,DAKHOWAL,161-866,PUNJAB
INDIA,BARUNDI,161-868,PUNJAB
INDIA,LELOTA,161-869,PUNJAB
INDIA,MULLANPUR,161-87,PUNJAB
INDIA,HUMIRAN,161-871,PUNJAB
INDIA,ISSEWAL,161-875,PUNJAB
INDIA,MOHI,161-877,PUNJAB
INDIA,KOKRI BUTTER,162-575,PUNJAB
INDIA,DORAHA (MSTD),1621-11,PUNJAB
INDIA,KHANNA,1622,PUNJAB
INDIA,JAGRAON,1624,PUNJAB
INDIA,GHALIBKALAN,1624-49,PUNJAB
INDIA,BASSIAN,1624-61,PUNJAB
INDIA,ANDLU,1624-62,PUNJAB
INDIA,HARYANAIWARA,1624-62,PUNJAB
INDIA,RAIKOT,1624-64,PUNJAB
INDIA,SAWADDI,1624-69,PUNJAB
INDIA,CHAUKINAN,1624-81,PUNJAB
INDIA,SABADI KALAN,1624-81,PUNJAB
INDIA,KUNKE KALAN,1624-84,PUNJAB
INDIA,BOPARAIKALAN,1624-87,PUNJAB
INDIA,GURUSARSUDHAR,1624-87,PUNJAB
INDIA,VIRK,1624-88,PUNJAB
INDIA,MACHHIWARA (MSTD),1625-11,PUNJAB
INDIA,RAIKOT (MSTD),1626-11,PUNJAB
INDIA,SAHNEWAL,1627,PUNJAB
INDIA,MACHHIWARA,1628,PUNJAB
INDIA,DORAHA,1628-41,PUNJAB
INDIA,KHAMANO,1628-68,PUNJAB
INDIA,RARASAHEB,1628-73,PUNJAB
INDIA,PAYAL,1628-76,PUNJAB
INDIA,MOHANPUR,1628-81,PUNJAB
INDIA,BIJA,1628-89,PUNJAB
INDIA,SAMRALA (MSTD),162811,PUNJAB
INDIA,FEROZPUR,1632,PUNJAB
INDIA,THEH QLANDER,1632-291,PUNJAB
INDIA,MUDKI,1632-406,PUNJAB
INDIA,SHEHZADI,1632-407,PUNJAB
INDIA,KARMUWALA,1632-408,PUNJAB
INDIA,GHAIKURD,1632-409,PUNJAB
INDIA,SHERKANWALA,1632-471,PUNJAB
INDIA,JHOK HARIHAR,1632-475,PUNJAB
INDIA,KHAIPHEMEKE,1632-481,PUNJAB
INDIA,SAIANWALA,1632-482,PUNJAB
INDIA,SANDEHASAN,1632-72,PUNJAB
INDIA,MAMDOT,1632-75,PUNJAB
INDIA,TIBBIKHURD,1632-75,PUNJAB
INDIA,LAKHUKEBEHRAM,1632-75,PUNJAB
INDIA,RATTAKHERA,1632-83,PUNJAB
INDIA,JHOKE-THAHAL SINGH,1632-86,PUNJAB
INDIA,AKUMASTKE,1632-87,PUNJAB
INDIA,CHUGATEWALA,1632-88,PUNJAB
INDIA,MUKTSAR,1633,PUNJAB
INDIA,CHAKSHERWALA,1633-732,PUNJAB
INDIA,BHAGSAR,1633-82,PUNJAB
INDIA,BARIWALA,1633-852,PUNJAB
INDIA,RUPANA,1633-86,PUNJAB
INDIA,KANIAWALI,1633-862,PUNJAB
INDIA,FATIANWALI,1633-863,PUNJAB
INDIA,DODA(HISSAR),1633-864,PUNJAB
INDIA,ABOHAR,1634,PUNJAB
INDIA,KHATWAN,1634-54,PUNJAB
INDIA,SITUGUNNU,1634-541,PUNJAB
INDIA,KILTIWALL,1634-549,PUNJAB
INDIA,ALAMGARH,1634-55,PUNJAB
INDIA,DATTARNWALI,1634-554,PUNJAB
INDIA,MAUJGARH,1634-831,PUNJAB
INDIA,PANJKOSI,1634-832,PUNJAB
INDIA,RAMGARH(BHATINDA),1634-836,PUNJAB
INDIA,DHARANGWALA,1634-838,PUNJAB
INDIA,SAPPANWALI,1634-844,PUNJAB
INDIA,RAMSARA,1634-845,PUNJAB
INDIA,WARYAMKHERA,1634-85,PUNJAB
INDIA,KOTKAPURA,1635,PUNJAB
INDIA,JAITU,1635-31,PUNJAB
INDIA,BAJAKHANA,1635-33,PUNJAB
INDIA,KHARA,1635-38,PUNJAB
INDIA,MOGA,1636,PUNJAB
INDIA,ARNIWALA,1636-203,PUNJAB
INDIA,BAGHAPURANA,1636-40,PUNJAB
INDIA,SAMALSAR,1636-44,PUNJAB
INDIA,SAMADHBHAI,1636-46,PUNJAB
INDIA,MANUKE,1636-48,PUNJAB
INDIA,DALA,1636-660,PUNJAB
INDIA,MEHNA,1636-70,PUNJAB
INDIA,SINGHAWALA,1636-71,PUNJAB
INDIA,CHOGWAN,1636-73,PUNJAB
INDIA,JHANDIANA,1636-74,PUNJAB
INDIA,SAIDONKE,1636-79,PUNJAB
INDIA,AJIWAL,1636-83,PUNJAB
INDIA,DHUDIKE,1636-89,PUNJAB
INDIA,MALOUT,1637,PUNJAB
INDIA,LALBHAI,1637-38,PUNJAB
INDIA,GIDDARBAHA,1637-30,PUNJAB
INDIA,CHHATIANA,1637-375,PUNJAB
INDIA,BALAIANA,1637-376,PUNJAB
INDIA,BHAI KA KHERA,1637-730,PUNJAB
INDIA,SIKHWALA,1637-732,PUNJAB
INDIA,URANG,1637-733,PUNJAB
INDIA,VIRKKHERA,1637-739,PUNJAB
INDIA,MALKATORA,1637-771,PUNJAB
INDIA,LAMBI,1637-82,PUNJAB
INDIA,FAKARSAR,1637-82,PUNJAB
INDIA,TARKHANWALA,1637-834,PUNJAB
INDIA,ALAMWALA,1637-835,PUNJAB
INDIA,RAMNAGAR(FEROZPUR),1637-837,PUNJAB
INDIA,SARWANBOBLA,1637-84,PUNJAB
INDIA,TAPAKHERA,1637-84,PUNJAB
INDIA,BADAL,1637-873,PUNJAB
INDIA,KOTBHAI,1637-88,PUNJAB
INDIA,FAZILKA,1638,PUNJAB
INDIA,KHIPPANWALI,1638-25,PUNJAB
INDIA,MANDIANGANJ,1638-259,PUNJAB
INDIA,MAHUANA,1638-266,PUNJAB
INDIA,KHEOWALIBHOG,1638-276,PUNJAB
INDIA,BAGHEWALI,1638-280,PUNJAB
INDIA,BANDIWALA,1638-287,PUNJAB
INDIA,JALALABAD,1638-50,PUNJAB
INDIA,JUMIAWALI,1638-83,PUNJAB
INDIA,BODIWALA,1638-833,PUNJAB
INDIA,KATHERA,1638-834,PUNJAB
INDIA,BADRI-KALAN,1638-84,PUNJAB
INDIA,NIHALKHERA,1638-846,PUNJAB
INDIA,LADHUKA,1638-88,PUNJAB
INDIA,TALLIWALAJATTAN,1638-882,PUNJAB
INDIA,BEGAWALI,1638-884,PUNJAB
INDIA,FARIDKOT,1639,PUNJAB
INDIA,GOLEWALA,1639-57,PUNJAB
INDIA,KALER,1639-574,PUNJAB
INDIA,MACHAKI,1639-575,PUNJAB
INDIA,SADIQ,1639-576,PUNJAB
INDIA,BATINDA,164,PUNJAB
INDIA,BHAUBU,164-52,PUNJAB
INDIA,NATHANA,164-57,PUNJAB
INDIA,KOTFATTA,164-62,PUNJAB
INDIA,SANGAT,164-63,PUNJAB
INDIA,ZEEDA,164-67,PUNJAB
INDIA,BURJAMEHMA,164-73,PUNJAB
INDIA,GUNIANA,1646,PUNJAB
INDIA,PHOOLMANDI,1651,PUNJAB
INDIA,BHAIRUPA,1651,PUNJAB
INDIA,BHAGTA-BAI-KA,1651-55,PUNJAB
INDIA,BALIANWALI,1651-87,PUNJAB
INDIA,JHUNIR,1652,PUNJAB
INDIA,BARETA,1652-42,PUNJAB
INDIA,MANSA(BATINDA),165211,PUNJAB
INDIA,MAUR,165311,PUNJAB
INDIA,BUDHALADA,165411,PUNJAB
INDIA,RAMAN,1655-20,PUNJAB
INDIA,MOUR,1655-30,PUNJAB
INDIA,TALWANDI SABE,1655-51,PUNJAB
INDIA,BARETTA,165811,PUNJAB
INDIA,SARDULGARH,1659-50,PUNJAB
INDIA,HISSAR,1662,PUNJAB
INDIA,HARYANANSI,1663,PUNJAB
INDIA,NARNAUND,1663,PUNJAB
INDIA,BHIWANI,1664,HARYANA
INDIA,BADORA,1664,HARYANA
INDIA,BAMIA,1664-812,HARYANA
INDIA,DEVSAR,1664-832,HARYANA
INDIA,TIGRANA,1664-84,HARYANA
INDIA,PREM NAGAR(HISSAR),1664-85,HARYANA
INDIA,BAPORA,1664-851,HARYANA
INDIA,SIRSA (HARAYA),1666,PUNJAB
INDIA,RAMPUR DHANI,1666-712,PUNJAB
INDIA,NATHUSARIOHOPTA,1666-80,PUNJAB
INDIA,FATEHABAD (HISSAR),1667,PUNJAB
INDIA,BHUNA,1667-42,PUNJAB
INDIA,BIGHAR,1667-812,PUNJAB
INDIA,AYALKI,1667-862,PUNJAB
INDIA,DABVALI,1668,PUNJAB
INDIA,ADAMPUR MANDI,1669,PUNJAB
INDIA,SISWAL,16694-81,PUNJAB
INDIA,CHOUTALA,16696,PUNJAB
INDIA,DHURI,1671,PUNJAB
INDIA,SANGROOR,1672,PUNJAB
INDIA,BHAWANIGARH,1672-72,PUNJAB
INDIA,SAKRODI,1672-774,PUNJAB
INDIA,CHANOO,1672-775,PUNJAB
INDIA,GHARACHON,1672-776,PUNJAB
INDIA,NADAMPUR,1672-778,PUNJAB
INDIA,UTTAR PRADESHPLI,1672-822,PUNJAB
INDIA,LONGOWAL,1672-83,PUNJAB
INDIA,KHERI,1672-852,PUNJAB
INDIA,BALIAN,1672-86,PUNJAB
INDIA,DUGGAN,1672-87,PUNJAB
INDIA,HARYANARKISHANPURA,1672-88,PUNJAB
